MODEL,SCENARIO,REGION,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
OECD Env-Growth,SSP1_v9_130325,ISR,,,,,,,,,,,24273.981712385703,24485.389856169564,26711.37772984632,29569.075387760007,32774.44179492738,36261.079853913725,40219.66261563577,44590.40590405904,49173.56725146199,53711.80631517538,58060.61646186586,62355.350409569626,66813.60232687666,71423.57383045249,76167.65319352839,80994.05726634251,85981.87672015371,91253.80456547858,96936.90072639227,102994.13062872706,109322.31593343972,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,ITA,,,,,,,,,,,27694.80223212719,28248.112355337387,27105.283149741543,27449.58836042414,29043.366770957648,30964.336112892885,33398.590021691976,36263.01261204093,39326.38242119055,42589.52040671777,46053.3251464198,49798.61593882323,53875.04969704681,58310.35093652864,62903.42801818212,67590.42535334207,72550.51035337453,77827.9737635171,83412.63504852593,89252.1470415379,95293.30290391123,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,JAM,,,,,,,,,,,6735.476374903175,7139.075316927667,6902.225465158702,7175.919250180245,7684.45558739255,8577.171572146448,9910.7725788901,11699.705232129698,13948.795180722891,16658.28173374613,19765.412329863888,23222.222222222226,26868.695652173916,30630.90909090909,34666.82509505703,38835.98409542743,43179.83367983367,47690.80021774632,52419.428571428565,57550.39227519614,63051.92307692308,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,JOR,,,,,,,,,,,3568.6761963952763,4390.864844627479,5130.758041053822,5550.947698446629,6506.868481302467,8150.956441576401,10544.49152542373,13631.97245450074,17307.947936859597,21416.659375273426,25775.40599363804,30360.384366925064,35210.567637591266,40266.92858793622,45366.61073825503,50539.07083015994,56011.42550417914,61571.63970130678,67264.9932480737,73214.12207494682,79392.26190476191,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,JPN,,,,,,,,,,,28875.556792873052,30642.369435016182,30815.72833027755,32694.008231755575,34681.558458117834,37520.26493481378,41045.615009969595,44874.85154764178,48641.71471080528,52621.70638818522,56606.54800640202,60776.31058891164,65268.58879882093,70030.26187061291,75037.40231106912,80153.4122320277,85364.87308994224,90940.11721546172,96830.67347777582,102971.52664592286,109313.05240719559,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,KAZ,,,,,,,,,,,5379.220431904793,8684.74822040601,11118.18295270186,14248.360948861608,18230.141395562707,24046.26673388226,29697.143171684922,35195.99544196646,39909.7736294389,43430.84142049695,45577.63544168668,47120.29226884435,49010.04779491637,51389.6361631753,53627.73189505028,55370.332009897,57259.66949001956,59318.81661153987,61677.96071451275,64234.86602712536,66744.1056488972,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,KEN,,,,,,,,,,,1283.2597427529274,1346.3709111329497,1481.1788808530594,1697.8277219838071,2051.65339126237,2602.333549402723,3437.8514506502916,4616.373587227566,6187.800199493592,8211.067019400352,10735.600159208507,13804.270117490578,17449.933389521764,21627.190218921347,26242.59702286018,31210.223735279702,36566.150131345035,42277.736252002134,48287.84323245402,54549.87065248635,60964.640051351475,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,KGZ,,,,,,,,,,,1489.404641775984,1762.5942086473622,2051.1811023622045,2531.956912028725,3087.71319178559,3996.582948915086,5340.155615696886,7169.2747770486285,9384.628349907298,11916.453973115533,14656.861048624332,17571.83297947629,20716.699981828096,24093.15375982043,27581.305523368097,30974.7949589918,34468.08068205448,38103.0145304706,41942.390564753914,45909.26365795724,49895.890410958906,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,KHM,,,,,,,,,,,1035.5105647947296,1507.935319658632,1968.1708869712832,2591.7123705057893,3539.891708526323,4770.07252831149,6437.197916012806,8620.018709073902,11351.85878243513,14693.818638217757,18533.833153313422,22917.83126293996,27715.26995693938,33021.580774729395,38824.33096860294,45015.72281263648,51597.52955441044,58499.44576405384,65761.25715233435,73429.1554318518,81402.83105022833,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,KOR,,,,,,,,,,,19145.124815169176,23312.197092084007,27413.33222646522,32625.232289816013,38960.617059891105,45764.21805683226,52528.508641091415,59092.95892373825,65214.852516832325,71003.36960051965,76439.8668073049,81920.66080694694,86923.49238843999,91894.54880460184,97451.49940582985,103140.22893528083,109172.25062962681,115256.96297086758,121388.09443696725,127729.40654136451,134297.74243040988,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,KWT,,,,,,,,,,,38354.45646573931,48783.12720848056,45618.19510412861,50857.187993680884,55237.22112397627,60864.324185688645,68302.85175583314,76079.72913936216,83550.14326647564,89259.41747572814,93877.4025004665,97756.38934203371,101544.33979029677,105198.80260609262,108430.38420867114,111503.38439615248,115355.61205957137,119669.02852880851,124533.24339949893,129920.281124498,135802.28378092623,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,LAO,,,,,,,,,,,1355.4636072973483,1695.4632365722232,2312.5302370585387,3176.0060744115417,4353.195787043716,5895.108770957461,7959.040689841012,10622.950819672133,13860.468157447365,17626.57980456026,21815.366522932185,26280.158206987475,30938.41210336056,35832.03498701654,40987.096774193546,46359.80902777778,51940.602969851505,57651.56250000001,63514.211042143084,69613.25115562402,75877.26864330636,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,LBN,,,,,,,,,,,8628.540887226083,9596.248766041463,12617.549668874173,14167.809785093736,16750.888888888887,19965.22495109759,23761.45610278373,28105.006364022065,32768.75924751638,37438.10936837643,41911.695531323494,46363.340563991325,50730.81176730812,55059.22396187883,59411.42054762462,63667.07109924775,67946.39696586599,72184.44032812915,76445.77308120133,80833.87144115058,85532.47970018738,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,LBR,,,,,,,,,,,343.8707411310151,345.5859252277725,482.22333500250375,611.8530884808014,833.4827029933681,1247.3270440251572,1883.1644144144143,2846.8318855390908,4215.720831864645,6096.890737902342,8570.86817384123,11694.01003245795,15511.634506242905,20009.093414163683,25109.730848861283,30732.443257676903,36903.806903895646,43539.003298564676,50603.82464369476,58092.91425420459,65912.80987840511,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,LBY,,,,,,,,,,,12623.207799655898,14014.73136915078,15698.662470495672,18545.124782356354,21644.489795918373,25240.913811007267,29409.67176146329,33803.80975491385,37834.21703782255,41355.12082853855,44585.04249291785,48079.36507936508,52141.48816234499,56718.7322503692,61399.88499137434,66025.26315789473,70717.23808386095,75717.28455683771,81310.27040751555,87456.77708855746,93999.58529167819,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,LCA,,,,,,,,,,,8509.554140127388,8903.030303030302,8270.114942528737,8373.626373626374,9143.617021276596,10505.208333333332,12553.846153846154,15269.035532994925,18535.353535353534,22303.030303030304,26446.700507614216,31118.556701030935,36020.94240837696,41526.8817204301,47165.74585635359,52948.571428571435,59142.85714285714,65447.204968944105,72248.3660130719,79172.41379310346,87385.18518518518,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,LKA,,,,,,,,,,,3062.630034675913,3514.5895277931763,4555.225311601152,6121.452053525954,8144.202472042377,10634.875190122573,13837.405973205145,17702.195750733397,22027.84098514255,26665.133270193477,31625.654209898086,36857.26367224206,42409.46402704007,48088.901049699016,53475.02569373073,58491.69594378794,63540.66456571018,68712.20578926167,74228.19277108434,79969.30297456712,85754.60163912401,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,LSO,,,,,,,,,,,1100.30549898167,1206.6795740561474,1436.6651312759097,1751.109139307897,2086.251067463706,2643.0641821946165,3541.548439400081,4881.789137380192,6776.503164556962,9323.10114128296,12594.020456333597,16641.106719367588,21493.8123752495,27157.276043777867,33568.41670111616,40646.75984752225,48383.60941586748,56612.61261261261,65350.16362786348,74549.65920155792,84131.80661577609,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,LTU,,,,,,,,,,,9516.857142857143,14190.281030444963,15360.709987966306,18870.233702337027,22599.559609940232,25949.72607154366,29519.562334217506,33557.64625384879,37610.81654294804,41224.94513533285,44029.612756264236,46329.50949367089,48869.61920529802,52001.30208333333,55443.68445052439,58529.72195589645,61292.27662796568,64131.94444444446,67274.43181818181,70907.87878787878,74804.26356589148,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,LUX,,,,,,,,,,,61241.37931034483,69531.72866520788,68733.72781065089,69776.17328519857,74290.75630252101,77829.15360501567,80581.49779735685,82899.17127071822,84973.92438070403,86701.73267326734,88075.47169811322,89723.98190045249,91499.45474372954,93321.69312169311,95103.41261633918,96896.13034623218,98871.5874620829,101367.4089068826,104996.93564862103,109165.97510373444,113828.20784729587,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,LVA,,,,,,,,,,,8486.37316561845,13009.54032957502,12873.445825932506,16223.087494273934,19629.594721960413,23426.63438256659,28015.438247011953,32882.23246287762,37553.86232264845,41936.85914732866,45830.36707452725,49365.51724137931,53346.63490172722,57736.515809051445,61885.436893203885,65706.24151967435,69844.28571428574,74052.15419501133,78650.28203062047,83660.9145815358,88706.7530064755,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,MAC,,,,,,,,,,,23879.629629629624,37266.112266112264,57590.07352941176,61664.395229982954,65465.686274509804,67879.6875,70233.18385650225,72390.24390243902,74198.33564493759,75668.91891891892,76643.23607427055,77470.43363994744,78479.00262467192,79424.04227212681,80298.78869448183,80797.78393351802,81283.45323741007,81818.73111782475,82786.51685393258,84392.42685025817,86641.79104477611,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,MAR,,,,,,,,,,,2946.5842392248114,3559.193208739142,4296.986009827549,5137.307495253308,6583.093799495512,8678.813388301094,11550.261825049362,15273.413163384872,19688.436584945743,24584.585484713112,29769.81621876751,35205.19010259506,40896.079709470156,46853.21159698862,52921.26558768905,58948.99610841341,65061.84975245748,71303.1484257871,77740.32498626265,84424.0839851791,91420.53641176983,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,MDA,,,,,,,,,,,1468.7119551984415,2254.313777541811,2785.0545759865663,3673.3906852565997,4940.382805145905,6870.419720186543,9601.91421481744,13213.015512674989,17364.925070878897,21738.997821350764,26017.42816768723,30090.95554420031,34355.39488320356,39035.087719298244,43802.11081794195,48196.106705118975,52811.708860759485,57577.391304347824,62711.004784689,68031.47953830012,73278.35051546391,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,MDG,,,,,,,,,,,903.6709190315022,868.6682321368669,868.9292266100223,859.5363585722245,983.52687010532,1262.1270299785115,1741.8660052866887,2489.9935836719733,3570.812718803344,5073.909911906477,7090.375806926848,9671.736805030134,12848.591819507328,16616.7415333367,20968.512024048097,25850.237678258694,31307.97465808528,37298.43916823428,43791.02431453699,50774.111540702295,58186.83356513675,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,MDV,,,,,,,,,,,4369.96336996337,5294.915254237288,7382.911392405064,8281.899109792284,9351.955307262571,10914.666666666668,13097.686375321337,15944.999999999996,19293.398533007337,22882.49400479616,26575.829383886252,30237.647058823528,34098.82352941177,38434.67933491686,42975.903614457835,47868.81188118813,53000.00000000001,58364.130434782615,64498.54227405248,71160.8832807571,78333.33333333333,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,MEX,,,,,,,,,,,12029.871948779513,12183.389053754554,12428.572688079139,13959.33507695403,15668.300732512274,17870.462561253476,20775.886416548987,24333.4586240077,28281.168453543683,32634.644027405422,37398.79570407872,42469.5590262524,47775.33029472453,53291.34124037457,58848.00770434573,64464.31862309541,70238.38394087752,76300.33127343605,82670.57081069292,89398.30468208037,96563.40668705196,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,MKD,,,,,,,,,,,7388.7506222001,7872.914622178606,9185.346918971372,10454.066985645934,12640.226628895181,15457.089552238805,18874.48084910014,22805.390589310187,26810.688405797096,30565.256525652563,33980.69151324652,37239.42394239425,40448.322756119676,43667.89497927223,46751.29778197262,49590.84266926449,52298.22784810126,55016.95813460521,57947.39787353107,61183.06499701849,64596.67093469912,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,MLI,,,,,,,,,,,758.9198760513502,884.495712225848,966.818477553676,941.9129838202505,1135.94657967173,1495.9293500758936,2067.0148687923847,2916.118485072594,4109.489316783751,5723.412315745972,7838.6979870194045,10511.812025054845,13767.437546376454,17576.236845288495,21866.117374103927,26586.160228309156,31742.085552109544,37299.09056349973,43204.07024550687,49423.339062407395,55876.22795686004,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,MLT,,,,,,,,,,,20453.40050377833,20753.056234718828,22642.685851318944,24552.94117647059,27187.499999999996,30659.038901601823,34922.72727272727,39929.54545454546,44869.86301369863,49394.00921658986,53328.67132867133,56959.71563981042,60310.84337349398,63839.901477832515,67529.11392405063,71280.83989501314,75195.05494505494,79266.66666666667,84024.7678018576,89049.83388704319,94773.38129496401,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,MMR,,,,,,,,,,,578.0061390631256,1027.460547052093,1441.9239830702832,1869.7082379862704,2484.2126541338184,3287.7813828822473,4351.013534078688,5702.147794601711,7307.863563807444,9162.45409375675,11216.23857107728,13451.496616042981,15855.61497326203,18389.908256880735,21040.662166505947,23764.626157668852,26637.40298507463,29654.001898133505,32835.925167097696,36177.528731529725,39614.52683481889,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,MNE,,,,,,,,,,,0.0,8234.44976076555,10164.817749603802,10989.0625,12260.802469135802,14001.526717557252,16226.10015174507,18742.081447963803,21351.879699248122,23840.601503759397,26153.846153846156,28504.559270516722,30976.923076923078,33413.793103448275,35736.3344051447,37960.13289036544,40164.07599309154,42623.63636363637,45279.92277992278,48072.16494845361,51241.07142857143,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,MNG,,,,,,,,,,,2208.627125673994,2862.1908127208485,3620.1015965166907,6004.418762746432,9126.33279483037,13101.340816962896,18350.807680585185,24617.964071856284,31140.495867768594,37408.25285338016,43182.27033352838,48553.655660377364,53947.36842105264,59334.45019798964,64423.54406726876,68674.97603068074,72633.39920948616,76539.8773006135,80562.94200848656,84691.28996692391,88668.8361408882,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,MOZ,,,,,,,,,,,500.6867754518982,669.5233509870004,822.7095891582234,1067.147873585642,1410.9200560002873,1915.4953034441412,2681.722919077857,3811.3431067673623,5418.144224777659,7655.256322624742,10662.660213795672,14541.545265348595,19363.987615465318,25126.56850839911,31794.54225352113,39338.82364774814,47795.02995677124,57092.951339194435,67145.55942420619,77901.62584347274,89250.49832072739,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,MRT,,,,,,,,,,,1770.715096481271,1925.8286839514276,2203.4682080924854,2591.549295774648,3129.310344827586,3839.178020996202,4838.008858890529,6166.331860184812,7822.097740003862,9872.372372372372,12348.98710865562,15220.483900309258,18455.76020223908,21983.26435126867,25712.304089353267,29605.692530819437,33714.704803813715,38019.7503260667,42505.513307984795,47140.603700097374,51839.639639639645,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,MUS,,,,,,,,,,,9083.61204013378,10046.141607000794,12112.394149345651,14303.007518796992,17475.313190862198,21360.144927536232,25935.437589670015,31043.50927246791,36422.364672364674,42035.79098067287,47836.58712942878,53522.377109317684,59097.90732436473,64710.566615620206,70170.07874015748,75760.16260162603,81568.66048862679,87528.94736842104,93807.90441176468,100599.41804073715,107852.72914521111,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,MWI,,,,,,,,,,,667.2009974174014,644.778912890899,795.517079390645,881.4303271492948,1070.0771208226222,1400.5576632993555,1934.0415019762845,2743.1528602921944,3901.4489774946046,5510.544368925872,7687.758687431141,10526.164510947672,14108.170620192568,18469.85366358136,23629.568438970662,29539.351343436563,36190.04069906631,43518.63750177163,51452.04452255419,59912.113847735665,68772.62719010586,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,MYS,,,,,,,,,,,10208.626948537261,11544.367816091952,13213.900918981726,15481.54087844472,18292.25427842812,21854.838240004658,26217.604456824512,31222.493493950045,36413.31805515768,41465.73073787199,46549.155010923336,51860.05177735737,57294.352538505416,62639.66133677625,67818.66992982544,72969.30145666609,78177.16030377669,83452.82277087592,88968.43723866301,94789.4397939472,100792.94096988498,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,NAM,,,,,,,,,,,4488.924050632912,5205.288461538461,5870.784056066578,6587.61206193969,7658.89101338432,9242.567077592457,11366.446682876001,13876.675603217158,16693.711306614536,19770.188317906162,23028.328611898018,26394.31782703715,29810.768751945227,33244.85339987523,36663.62779000315,40082.85532186106,43650.84525357607,47296.53102068045,51051.61734342739,54923.29646806992,58864.413075780096,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,NCL,,,,,,,,,,,14433.962264150943,15623.376623376622,16932.270916334663,19703.7037037037,22434.027777777774,25690.78947368421,29540.880503144654,33688.82175226586,37956.14035087719,42056.81818181818,45897.222222222226,49546.4480874317,52991.891891891886,56439.35309973046,59694.5945945946,62757.493188010885,66047.09141274239,69441.92634560907,73055.39358600586,77003.02114803625,81569.62025316455,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,NER,,,,,,,,,,,597.0518220106206,609.8199168847159,650.141825683342,780.765196267874,905.7995306738184,1143.1994954803447,1536.0053839826517,2137.7335744424354,3015.557240333586,4257.07534056158,5975.870345041162,8271.726240894459,11238.538205980065,14942.500328069638,19426.136363636364,24702.43414743629,30798.90405499651,37693.98949925555,45329.257421905284,53641.99387035217,62511.44994024442,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,NGA,,,,,,,,,,,1469.2494886368231,1749.6549208642357,2134.9488394993155,2607.203449539216,3214.6355517142033,4090.0643218831265,5359.447100308597,7040.072479183128,9211.561797320597,11953.386886246599,15338.297995368075,19432.682239226742,24284.556165502352,29865.183545451917,36096.65503014916,42896.84061425783,50234.39871623171,58011.02136888012,66126.8061737022,74500.15251107744,82974.75495888884,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,NIC,,,,,,,,,,,2137.7611351990545,2335.7300884955757,2499.481686247409,2842.696629213483,3332.1571772253405,4267.128681682155,5741.5625,7833.827893175074,10562.106918238993,13897.816036983899,17819.9121522694,22315.367929250795,27282.668500687763,32684.107839659453,38419.04761904762,44403.29607880281,50779.30492833301,57531.51131960024,64650.031853896806,72224.6891651865,80241.71721885208,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,NLD,,,,,,,,,,,33848.01109500095,35152.52989880404,37007.704809486546,38888.27309710512,41683.92197599261,44378.077704992094,47387.10926694329,50721.201912627694,54425.39189984485,58384.27417225538,62271.84922209461,66061.32782226814,69913.58845799652,73862.46069581094,77878.67647058824,82188.63853063682,86778.79167711205,91728.82379586289,97015.53536071484,102600.77140653125,108478.69949296952,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,NOR,,,,,,,,,,,43631.26252505009,47296.776984642,46744.82899856645,49954.65116279069,53421.43906020559,55480.625543006085,58260.346248969494,61301.97864321608,63791.147786946734,66088.1126922524,68645.00551876379,71530.25477707006,74627.39831158865,78170.009905894,82210.9450337512,86511.56205757431,91100.19714716457,95987.49569806126,101157.53424657533,106679.41982640476,112597.49799150696,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,NPL,,,,,,,,,,,902.6269415187902,953.8157026610953,1079.3751460329115,1204.9609158613898,1425.7312286933854,1820.3103949991914,2450.712528193562,3386.230120689231,4687.382700211436,6420.358588779641,8629.727153039454,11330.76146686105,14523.345087711466,18181.66983346373,22296.27543318087,26882.582857142857,31900.02100399076,37315.057322396504,43098.35780908911,49261.34985159375,55802.12616316814,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,NZL,,,,,,,,,,,22284.603421461896,24993.468795355588,25385.98901098901,27181.4044213264,28995.26554137505,30913.393558523174,33328.560663149954,36533.393829401095,40323.15789473685,44600.44225208368,49039.543348775645,53501.45348837209,58171.38339920949,63179.009470579105,68436.52493117163,73773.18807686487,79290.007513148,85121.62162162161,91340.27777777778,97985.35692495423,105027.69183168316,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,OMN,,,,,,,,,,,18996.02473498233,21043.20987654321,24562.904385334292,27438.117182356815,30757.037943696447,35453.815261044176,41701.606316362646,48827.29877572284,55209.191361125064,60050.085511849495,64381.77458033573,69722.35405790224,75438.6379758808,81288.18785578747,86791.1877394636,91914.86256385305,97046.71968190854,102114.48240693525,107564.24433912586,113326.31866630226,119265.18391787854,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,PAK,,,,,,,,,,,1845.2553936424902,2144.8012858898796,2410.857580662815,2590.110363076988,2934.008671620466,3556.07959624553,4516.769822311811,5876.223638955032,7650.1489404775175,9842.980836672337,12427.262490980167,15400.177514560513,18756.05037672896,22471.512091312077,26534.317547644023,30827.21973256089,35357.18988325258,40106.816982128046,45079.4169508478,50295.920548677306,55670.127124511855,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,PAN,,,,,,,,,,,8132.273342354532,9167.387276096357,12638.043787318738,17192.91233679723,21452.963430012613,26319.682004336304,31715.64531104921,37489.74994368101,43422.6872246696,49476.996527777774,55463.07857911733,61309.19639020197,67006.0396893874,72421.38501742162,77496.57458563535,82337.24075743915,87288.19043217009,92415.47277936964,97742.66534062654,103304.1210224309,109175.59359469906,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,PER,,,,,,,,,,,5542.997447993194,6386.915345259261,8558.20751796953,10909.060791784,13837.3204196933,17440.82060402045,21803.182104599877,26858.57124889951,32369.88853452904,38186.58622230735,44228.58813212511,50458.86496544391,56773.7119037857,63094.29044415484,69363.18969282282,75525.52405368722,81754.69777638584,88067.9354470617,94467.42643306687,101142.02846816296,108000.09413536667,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,PHL,,,,,,,,,,,2697.43888242142,3050.8381455591143,3560.491523788078,4112.751090834999,4846.785949730267,5864.001823713537,7297.527371346303,9181.568475826849,11547.04121430972,14373.241482659489,17630.620517147854,21284.581438587844,25289.549840424344,29567.05845548802,34032.74425158137,38696.95338735721,43600.73991290609,48713.18525519849,54013.710375397364,59501.5519399249,65127.211595806286,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,PNG,,,,,,,,,,,1950.5484290760369,1866.1197703035277,2217.4103237095364,3138.8962943215142,3652.5821596244136,4502.262443438914,5852.860134464896,7762.45777027027,10268.810617662073,13449.416924150304,17362.654623993716,21996.203271028036,27306.93742712787,33187.60975609756,39553.31099724083,46314.27713255907,53592.30454359395,61284.5870594424,69374.17038407137,77834.33291841124,86558.42005676443,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,POL,,,,,,,,,,,11791.655788209493,13774.977073234639,17255.218538547953,19985.538909696214,23457.557204379184,27046.8056384829,30880.200448922064,34968.67749419953,38772.49919931674,41953.17780000541,44578.36475230162,47064.7772153307,49755.686318886495,52873.93211729392,56250.2658003544,59578.743258801434,62949.41172799052,66515.56948123263,70330.88605048778,74455.4944672559,78923.72667220155,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,PRI,,,,,,,,,,,16643.156790770845,18715.230037017453,17271.80581488397,19598.376184032473,21988.121546961323,24842.836879432623,28075.637642919966,31598.29580036519,35118.7678628136,38498.66755496336,41774.49947312961,44931.91964285714,47835.04746835443,50628.210526315794,53475.0112561909,56408.232445520574,59597.490852064824,63074.70288624788,66970.46153846155,71442.72237196765,76437.26800296956,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,PRT,,,,,,,,,,,20877.612229102167,21305.29210925645,21600.412139378048,21269.273433166945,23182.26645968405,25413.4007585335,28075.288023577745,30973.333333333336,33818.3962264151,36678.2683982684,39651.49690295939,42911.981487829966,46440.40386754514,50163.05186455207,53999.65490466742,58097.61426199424,62482.921188400636,67105.90372388739,72055.23986958548,77285.9746738296,82714.38485178944,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,PRY,,,,,,,,,,,3794.161676646707,3900.6442861987116,4647.714949651433,5317.316017316018,6281.186233165556,7903.681617837698,10269.629259767818,13393.315572777914,17194.48390151515,21593.33100151568,26465.43352601156,31762.0474982707,37399.861319773496,43289.22253258845,49337.68986223949,55492.45870241801,61901.40672782874,68518.40683502954,75364.72114137484,82467.38399462003,89904.74852486655,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,PSE,,,,,,,,,,,3000.6251953735546,2478.0652418447694,2745.729140876455,3382.9499323410014,4367.622259696459,5940.951229343007,8262.713528372275,11408.218647024616,15284.774617914492,19793.37231968811,24835.80907110319,30323.344806641016,36195.208333333336,42364.708404802754,48639.37320679761,54965.25096525096,61510.986442262736,68242.90524290524,75228.84710539338,82598.72611464967,90404.63036043147,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,PYF,,,,,,,,,,,17411.764705882353,18011.764705882353,16579.335793357935,17498.245614035088,18148.14814814815,19035.714285714286,20408.227848101265,22357.14285714286,24748.46625766871,27367.781155015196,30215.805471124626,33076.21951219512,36163.07692307692,39358.2554517134,42734.17721518988,46320.38834951456,49827.81456953643,53496.598639455784,57616.19718309859,62073.26007326006,66637.40458015267,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,QAT,,,,,,,,,,,64824.02707275804,69511.57125456759,69789.6532120523,89316.52173913043,101200.70838252657,107826.88832670765,110736.31172321129,113040.94488188975,114633.67224880384,115436.54676258993,115900.6455234353,117340.34893381335,120122.75862068965,123335.64686285397,126416.66666666666,129262.05694363745,132248.04098854732,135290.43423536816,139022.23697311652,143171.96327683618,147351.49451381006,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,ROU,,,,,,,,,,,6915.284787310744,9302.131177659377,10896.583822023644,12090.573363003648,14517.459550833135,17625.549789967878,21529.543033930113,25973.106791056445,30649.165190315132,35317.025766326085,40022.40572847491,44669.40352571842,49880.18784109659,55302.837212422026,60821.55074116305,66213.3566593139,71684.47629907152,77246.02342247858,83184.95800698311,89385.70844408097,95609.5016095016,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,RUS,,,,,,,,,,,8585.957835347988,11795.70086830781,14095.874312735208,17171.438606350093,20830.60399453424,25318.72954957148,30950.37262258085,37027.0272255231,42553.72502414024,47047.26222182098,50517.40220815365,53663.20751042032,57325.76968655803,61202.709638524764,64716.34752307717,67665.05732208524,70509.15411980308,73585.9165745753,76983.2905890875,80602.69170450703,84357.4902198111,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,RWA,,,,,,,,,,,661.0274141763399,840.4694631601826,1040.7567771084337,1296.9465013728263,1623.8038277511962,2161.008265591912,2963.700752545374,4088.121026607017,5553.77145064283,7403.0622909699,9683.615253728356,12451.392919326758,15762.803615138393,19555.10016117891,23769.283029122696,28280.043014607043,33129.37452632518,38308.28207185522,43800.053724928366,49552.393857271905,55433.8568615779,,,,,,,,,,
OECD Env-Growth,SSP1_v9_130325,SAU,,,,,,,,,,,20321.676228485907,20405.88993802255,20534.538035558144,23551.415170629145,26027.513567135436,29048.29962866989,32878.87944913679,36248.02630055796,39321.488632144494,42162.69287633009,44827.71009373181,47511.34278239819,50438.493051035635,53630.96703338319,56882.94617563739,60198.45850102514,63904.75000960762,67902.776419026,72173.76064096145,76784.09889610123,81633.43518677914,,,,,,,,,,
